position_api,position_calculated,title,publication,authors,self_citation_status,matched_text,link,data_cid
17,237,A dual role of FGF10 in proliferation and coordinated migration of epithelial leading edge cells during mouse eyelid development,"H Tao, M Shimizu, R Kusumoto, K Ono, S Noji… - 2005 - journals.biologists.com",H Tao; M Shimizu; R Kusumoto; K Ono; S Noji,NO AUTOCITA,,https://journals.biologists.com/dev/article-abstract/132/14/3217/18512,v74xeMdzd0EJ
18,238,"R-spondins are involved in the ovarian differentiation in a teleost, medaka (Oryzias latipes)","L Zhou, T Charkraborty, X Yu, L Wu, G Liu… - BMC developmental …, 2012 - Springer",L Zhou; T Charkraborty; X Yu; L Wu; G Liu…,NO AUTOCITA,,https://link.springer.com/article/10.1186/1471-213X-12-36,CBNuPGR80_AJ
19,239,Transcriptomic analysis of melatonin on the mechanism of embryonic gonadal development in female Jilin white geese,"J Yu, I Mabrouk, Q Liu, Y Zhou, Y Song, J Ma, F Liu… - Poultry Science, 2025 - Elsevier",J Yu; I Mabrouk; Q Liu; Y Zhou; Y Song; J Ma; F Liu…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0032579124011052,OCaRL7ry3TAJ
20,240,Identification of Foxl2 in freshwater mussel Hyriopsis cumingii and its involvement in sex differentiation,"G Wang, S Dong, P Guo, X Cui, S Duan, J Li - Gene, 2020 - Elsevier",G Wang; S Dong; P Guo; X Cui; S Duan; J Li,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0378111920305229,9k_lnIhE_YwJ
1,241,FOXL2 directs DNA double-strand break repair pathways by differentially interacting with Ku,"H Jin, B Lee, Y Luo, Y Choi, EH Choi, H Jin… - Nature …, 2020 - nature.com",H Jin; B Lee; Y Luo; Y Choi; EH Choi; H Jin…,NO AUTOCITA,,https://www.nature.com/articles/s41467-020-15748-1,mHp962li1yQJ
2,242,Integrated mRNA and miRNA expression profile analysis of female and male gonads in Hyriopsis cumingii,"YY Wang, SH Duan, GL Wang, JL Li - Scientific reports, 2021 - nature.com",YY Wang; SH Duan; GL Wang; JL Li,NO AUTOCITA,,https://www.nature.com/articles/s41598-020-80264-7,bLRHHLrvJVwJ
3,243,Current status and future prospects of mesenchymal stem cell-derived exosomes therapy for premature ovarian insufficiency,"X Zhang, S Wang - Journal of Ovarian Research, 2025 - Springer",X Zhang; S Wang,NO AUTOCITA,,https://link.springer.com/article/10.1186/s13048-025-01813-0,UVSehz3SEMYJ
4,244,The gene regulatory landscape driving mouse gonadal supporting cell differentiation,"I Stévant, E Abberbock, M Ridnik, R Weiss, L Swisa… - Science …, 2025 - science.org",I Stévant; E Abberbock; M Ridnik; R Weiss; L Swisa…,NO AUTOCITA,,https://www.science.org/doi/abs/10.1126/sciadv.adv1885,CEYEhUm2TR0J
5,245,FOXL2 transcriptionally represses Sf1 expression by antagonizing WT1 during ovarian development in mice,"K Takasawa, K Kashimada, E Pelosi… - The FASEB …, 2014 - pmc.ncbi.nlm.nih.gov",K Takasawa; K Kashimada; E Pelosi…,NO AUTOCITA,,https://pmc.ncbi.nlm.nih.gov/articles/PMC3986836/,Q2PBR1wKZkcJ
6,246,The molecular genetics of sex determination and sex reversal in mammals,"A Quinn, P Koopman - Seminars in reproductive medicine, 2012 - thieme-connect.com",A Quinn; P Koopman,NO AUTOCITA,,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0032-1324718,0ooubyqKBzMJ
7,247,Mammalian sex determination and gonad development,"D Wilhelm, JX Yang, P Thomás - Current topics in developmental biology, 2013 - Elsevier",D Wilhelm; JX Yang; P Thomas,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/B9780124160217000031,JdQcVHUPfh4J
8,248,Reproductive and epigenetic outcomes associated with aging mouse oocytes,"FL Lopes, AL Fortier, N Darricarrere… - Human molecular …, 2009 - academic.oup.com",FL Lopes; AL Fortier; N Darricarrere,NO AUTOCITA,,https://academic.oup.com/hmg/article-abstract/18/11/2032/2527414,xXu6OOxZYZEJ
9,249,A cellular model provides insights into the pathogenicity of the oncogenic FOXL2 somatic variant p. Cys134Trp,"L Herman, A Amo, B Legois, C Di Carlo… - British Journal of …, 2024 - nature.com",L Herman; A Amo; B Legois; C Di Carlo…,NO AUTOCITA,,https://www.nature.com/articles/s41416-024-02613-x,9s2ebgdeufUJ
10,250,Whole-genome sequencing reveals sex determination and liver high-fat storage mechanisms of yellowstripe goby (Mugilogobius chulae),"L Cai, G Liu, Y Wei, Y Zhu, J Li, Z Miao, M Chen… - Communications …, 2021 - nature.com",L Cai; G Liu; Y Wei; Y Zhu; J Li; Z Miao; M Chen…,NO AUTOCITA,,https://www.nature.com/articles/s42003-020-01541-9,QIJ2SawI0xAJ
11,251,"Serum levels of insulin-like factor 3, anti-Müllerian hormone, inhibin B, and testosterone during pubertal transition in healthy boys: A longitudinal pilot study","ML Johansen, R Anand-Ivell, A Mouritsen… - …, 2014 - rep.bioscientifica.com",ML Johansen; R Anand-Ivell; A Mouritsen…,NO AUTOCITA,,https://rep.bioscientifica.com/view/journals/rep/147/4/529.xml,s50RSlRH7hcJ
12,252,The molecular and cellular basis of gonadal sex reversal in mice and humans,"N Warr, A Greenfield - Wiley Interdisciplinary Reviews …, 2012 - Wiley Online Library",N Warr; A Greenfield,NO AUTOCITA,,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wdev.42,fsMHoH2ZwJ8J
13,253,"R-spondin1 signaling pathway is required for both the ovarian and testicular development in a teleosts, Nile tilapia (Oreochromis niloticus)","L Wu, P Yang, F Luo, D Wang, L Zhou - General and Comparative …, 2016 - Elsevier",L Wu; P Yang; F Luo; D Wang; L Zhou,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0016648016300764,ZN9gvUlTRP0J
14,254,Mechanisms of activin-stimulated FSH synthesis: the story of a pig and a FOX,"DJ Bernard, S Tran - Biology of reproduction, 2013 - academic.oup.com",DJ Bernard; S Tran,NO AUTOCITA,,"https://academic.oup.com/biolreprod/article-abstract/88/3/78,%201-10/2514301",1gleGJ8KML4J
15,255,Systematic characterization of the ovarian landscape across mouse menopause models,"M Kim, R Bhala, J Wang, RJ Lu, EH Lee… - …, 2025 - pmc.ncbi.nlm.nih.gov",M Kim; R Bhala; J Wang; RJ Lu; EH Lee…,NO AUTOCITA,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12259092/,dvwJZ1g0YVsJ
16,256,Functional evidence implicating FOXL2 in non-syndromic premature ovarian failure and in the regulation of the transcription factor OSR2,"P Laissue, B Lakhal, BA Benayoun… - Journal of medical …, 2009 - jmg.bmj.com",P Laissue; B Lakhal; BA Benayoun,NO AUTOCITA,,https://jmg.bmj.com/content/46/7/455.short,NkIRWsapsykJ
17,257,Extinction of FOXL2 expression in aggressive ovarian granulosa cell tumors in children,"N Kalfa, P Philibert, C Patte, A Ecochard, P Duvillard… - Fertility and sterility, 2007 - Elsevier",N Kalfa; P Philibert; C Patte; A Ecochard; P Duvillard…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0015028206043792,6kA4PTjQgJgJ
18,258,Molecular cloning and analysis of gonadal expression of Foxl2 in the rice-field eel Monopterus albus,"Q Hu, W Guo, Y Gao, R Tang, D Li - Scientific reports, 2014 - nature.com",Q Hu; W Guo; Y Gao; R Tang; D Li,NO AUTOCITA,,https://www.nature.com/articles/srep06884,it3Rkp-ib2UJ
19,259,Lack of Maternal Glutamate Cysteine Ligase Modifier Subunit (Gclm) Decreases Oocyte Glutathione Concentrations and Disrupts Preimplantation Development in …,"BN Nakamura, TJ Fielder, YD Hoang, J Lim… - …, 2011 - academic.oup.com",BN Nakamura; TJ Fielder; YD Hoang; J Lim,NO AUTOCITA,,https://academic.oup.com/endo/article-abstract/152/7/2806/2457222,baL4MlkTS9cJ
20,260,Loss of R-spondin1 and Foxl2 amplifies female-to-male sex reversal in XX mice,"A Auguste, AA Chassot, EP Gregoire, L Renault… - Sexual …, 2012 - karger.com",A Auguste; AA Chassot; EP Gregoire; L Renault…,NO AUTOCITA,,https://karger.com/sxd/article/5/6/304/296400,0JgGkPqyg14J
1,261,Foxl2 is required for the initiation of the female pathway in a temperature-dependent sex determination system in Trachemys scripta,"X Ma, F Liu, Q Chen, W Sun, J Shen, K Wu… - …, 2022 - journals.biologists.com",X Ma; F Liu; Q Chen; W Sun; J Shen; K Wu…,NO AUTOCITA,,https://journals.biologists.com/dev/article-abstract/149/13/dev200863/275948,YPXCzxCdYikJ
2,262,Minireview: activin signaling in gonadotropes: what does the FOX say… to the SMAD?,"J Fortin, L Ongaro, Y Li, S Tran, P Lamba… - Molecular …, 2015 - academic.oup.com",J Fortin; L Ongaro; Y Li; S Tran; P Lamba,NO AUTOCITA,,https://academic.oup.com/mend/article-abstract/29/7/963/2556521,dmhkRObF8A4J
3,263,Progesterone receptor membrane component 1 mediates progesterone-induced suppression of oocyte meiotic prophase I and primordial folliculogenesis,"M Guo, C Zhang, Y Wang, L Feng, Z Wang, W Niu… - Scientific reports, 2016 - nature.com",M Guo; C Zhang; Y Wang; L Feng; Z Wang; W Niu…,NO AUTOCITA,,https://www.nature.com/articles/srep36869,XsXqYEs2WQYJ
4,264,Trajectories and phenotypes with estrogen exposures across the lifespan: What does Goldilocks have to do with it?,"SV Koebele, HA Bimonte-Nelson - Hormones and behavior, 2015 - Elsevier",SV Koebele; HA Bimonte-Nelson,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0018506X1500121X,qtOwCgB7aTEJ
5,265,Prevalence of predictive biomarkers in a large cohort of molecularly defined adult-type ovarian granulosa cell tumors,"RT Hillman, DI Lin, B Lawson, DM Gershenson - Gynecologic oncology, 2021 - Elsevier",RT Hillman; DI Lin; B Lawson; DM Gershenson,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0090825821005187,dI5HZuquEa8J
6,266,Expression analysis of Sox9 genes during annual reproductive cycles in gonads and after nanodelivery of LHRH in Clarias batrachus,"IA Bhat, MA Rather, R Saha, GB Pathakota… - Research in veterinary …, 2016 - Elsevier",IA Bhat; MA Rather; R Saha; GB Pathakota…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0034528816300662,T_tAvja_2LsJ
7,267,Hormone-like effects of 4-vinylcyclohexene diepoxide on follicular development,"LB Cao, HB Liu, G Lu, Y Lv, CK Leung… - Frontiers in cell and …, 2020 - frontiersin.org",LB Cao; HB Liu; G Lu; Y Lv; CK Leung…,NO AUTOCITA,,https://www.frontiersin.org/journals/cell-and-developmental-biology/articles/10.3389/fcell.2020.00587/full,MsXlGjWA9TsJ
8,268,"Follicular development: mouse, sheep, and human models","A Rajkovic, SA Pangas… - Knobil and Neill's …, 2006 - books.google.com",A Rajkovic; SA Pangas,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=1_1cDe92k_YC&oi=fnd&pg=PA383&ots=DW2GmHkTDp&sig=uP0FOfzhOuOdH1YzXfQTXwygD3s,6G1YE5yrBBwJ
9,269,An embryonic and induced pluripotent stem cell model for ovarian granulosa cell development and steroidogenesis,"S Lipskind, JS Lindsey, B Gerami-Naini… - Reproductive …, 2018 - journals.sagepub.com",S Lipskind; JS Lindsey; B Gerami-Naini…,NO AUTOCITA,,https://journals.sagepub.com/doi/abs/10.1177/1933719117725814,MZSCLrG8KqwJ
10,270,"Expression of the histone lysine methyltransferases SETD1B, SETDB1, SETD2, and CFP1 exhibits significant changes in the oocytes and granulosa cells of aged …","Y Bilmez, G Talibova, S Ozturk - Histochemistry and Cell Biology, 2022 - Springer",Y Bilmez; G Talibova; S Ozturk,NO AUTOCITA,,https://link.springer.com/article/10.1007/s00418-022-02102-3,76SynfNOOBgJ
11,271,Follicular cells acquire sertoli cell characteristics after oocyte loss,"CJ Guigon, N Coudouel, S Mazaud-Guittot… - …, 2005 - academic.oup.com",CJ Guigon; N Coudouel; S Mazaud-Guittot,NO AUTOCITA,,https://academic.oup.com/endo/article-abstract/146/7/2992/2500084,NB7D4hBSO8IJ
12,272,FOXL2 impairment in human disease,"H Verdin, E De Baere - Hormone research in paediatrics, 2012 - karger.com",H Verdin; E De Baere,NO AUTOCITA,,https://karger.com/hrp/article/77/1/2/166291,lFjW3cK7GhMJ
13,273,Effects of aging and calorie restriction on the global gene expression profiles of mouse testis and ovary,"AA Sharov, G Falco, Y Piao, S Poosala, KG Becker… - BMC biology, 2008 - Springer",AA Sharov; G Falco; Y Piao; S Poosala; KG Becker,NO AUTOCITA,,https://link.springer.com/article/10.1186/1741-7007-6-24,XZXKamQBr_YJ
14,274,Effects of impending ovarian failure induced by 4-vinylcyclohexene diepoxide on fertility in C57BL/6 female mice,"JR Haas, PJ Christian, PB Hoyer - Comparative medicine, 2007 - aalas.kglmeridian.com",JR Haas; PJ Christian; PB Hoyer,NO AUTOCITA,,https://aalas.kglmeridian.com/view/journals/72010023/57/5/article-p443.xml,ejVs4MhGxWUJ
15,275,Cooperative effects of oocytes and estrogen on the forkhead box L2 expression in mural granulosa cells in mice,"H Ito, C Emori, M Kobayashi, N Maruyama, W Fujii… - Scientific Reports, 2022 - nature.com",H Ito; C Emori; M Kobayashi; N Maruyama; W Fujii,NO AUTOCITA,,https://www.nature.com/articles/s41598-022-24680-x,zuvHCzdHBLQJ
16,276,FOXL2 is an essential activator of SF-1-induced transcriptional regulation of anti-Müllerian hormone in human granulosa cells,"H Jin, M Won, SE Park, S Lee, M Park, J Bae - PLoS One, 2016 - journals.plos.org",H Jin; M Won; SE Park; S Lee; M Park; J Bae,NO AUTOCITA,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159112,4rTxYypS9NsJ
17,277,Dehydroepiandrosterone ameliorates abnormal mitochondrial dynamics and mitophagy of cumulus cells in poor ovarian responders,"CJ Li, SN Chen, LT Lin, CU Chern, PH Wang… - Journal of Clinical …, 2018 - mdpi.com",CJ Li; SN Chen; LT Lin; CU Chern; PH Wang…,NO AUTOCITA,,https://www.mdpi.com/2077-0383/7/10/293,xhWpWb_z338J
18,278,"A role for orphan nuclear receptor liver receptor homolog-1 (LRH-1, NR5A2) in primordial follicle activation","MC Meinsohn, CHK Hughes, A Estienne… - Scientific reports, 2021 - nature.com",MC Meinsohn; CHK Hughes; A Estienne,NO AUTOCITA,,https://www.nature.com/articles/s41598-020-80178-4,ojHlTf7ZZLQJ
19,279,R-spondin1 and FOXL2act into two distinct cellular types during goat ovarian differentiation,"A Kocer, I Pinheiro, M Pannetier, L Renault… - BMC Developmental …, 2008 - Springer",A Kocer; I Pinheiro; M Pannetier; L Renault…,NO AUTOCITA,,https://link.springer.com/article/10.1186/1471-213X-8-36,d5eG6ABmtxYJ
20,280,Identification of novel markers of mouse fetal ovary development,"H Chen, JS Palmer, RD Thiagarajan, ME Dinger… - 2012 - journals.plos.org",H Chen; JS Palmer; RD Thiagarajan; ME Dinger,NO AUTOCITA,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0041683,4cHgSuySzcoJ
1,281,Oestrogen blocks the nuclear entry of SOX9 in the developing gonad of a marsupial mammal,"AJ Pask, NE Calatayud, G Shaw, WM Wood… - BMC biology, 2010 - Springer",AJ Pask; NE Calatayud; G Shaw; WM Wood…,NO AUTOCITA,,https://link.springer.com/article/10.1186/1741-7007-8-113,oAWfsbibTEAJ
2,282,Genes promoting and disturbing testis development,"FJ Barrionuevo, M Burgos, G Scherer… - Histol …, 2012 - researchgate.net",FJ Barrionuevo; M Burgos; G Scherer…,NO AUTOCITA,,https://www.researchgate.net/profile/Rafael-Jimenez-20/publication/231224503_Genes_promoting_and_disturbing_testis_development/links/55ac033e08aea3d08685e593/Genes-promoting-and-disturbing-testis-development.pdf,tUUh1VIDrrAJ
3,283,Characterization and gonadal expression of FOXL2 relative to Cyp19a genes in spotted scat Scatophagus argus,"H Liu, X Mu, L Gui, M Su, H Li, G Zhang, Z Liu, J Zhang - Gene, 2015 - Elsevier",H Liu; X Mu; L Gui; M Su; H Li; G Zhang; Z Liu; J Zhang,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0378111914014863,mq6N5mL8LpQJ
4,284,Effects of Treatment with a DNA Methyltransferase Inhibitor 5-aza-dC on Sex Differentiation in Medaka (Oryzias latipes),"X Cui, L Xu, N Tian, J Peng - International Journal of Molecular Sciences, 2025 - mdpi.com",X Cui; L Xu; N Tian; J Peng,NO AUTOCITA,,https://www.mdpi.com/1422-0067/26/7/3280,8HYrStDsjvwJ
5,285,Establishing and maintaining fertility: the importance of cell cycle arrest,"ER Frost, G Taylor, MA Baker… - Genes & …, 2021 - genesdev.cshlp.org",ER Frost; G Taylor; MA Baker,NO AUTOCITA,,https://genesdev.cshlp.org/content/35/9-10/619.short,hoB1gk5oeHsJ
6,286,Decoding the transcriptome of pre-granulosa cells during the formation of primordial follicles in the mouse,"K Fukuda, M Muraoka, Y Kato… - Biology of Reproduction, 2021 - academic.oup.com",K Fukuda; M Muraoka; Y Kato,NO AUTOCITA,,https://academic.oup.com/biolreprod/article-abstract/105/1/179/6224405,rnmSYcbTBHoJ
7,287,FOXL2 down-regulates vitellogenin expression at mature stage in Eriocheir sinensis,"Q Li, J Xie, L He, Y Wang, H Yang, Z Duan… - Bioscience …, 2015 - portlandpress.com",Q Li; J Xie; L He; Y Wang; H Yang; Z Duan…,NO AUTOCITA,,https://portlandpress.com/bioscirep/article-abstract/35/6/e00278/56247,Rq2dbseZJ5cJ
8,288,"Proteome and transcriptome analysis of ovary, intersex gonads, and testis reveals potential key sex reversal/differentiation genes and mechanism in scallop Chlamys …","Y Shi, W Liu, M He - Marine Biotechnology, 2018 - Springer",Y Shi; W Liu; M He,NO AUTOCITA,,https://link.springer.com/article/10.1007/s10126-018-9800-1,UsvcszxKdhsJ
9,289,Gestational diabetes mellitus suppresses fetal testis development in mice,"JY Mo, YS Yan, ZL Lin, R Liu, XQ Liu… - Biology of …, 2022 - academic.oup.com",JY Mo; YS Yan; ZL Lin; R Liu; XQ Liu…,NO AUTOCITA,,https://academic.oup.com/biolreprod/article-abstract/107/1/148/6623300,cVclJV4HTaAJ
10,290,Sex reversal in non-human placental mammals,"P Parma, F Veyrunes, E Pailhoux - Sexual Development, 2016 - karger.com",P Parma; F Veyrunes; E Pailhoux,NO AUTOCITA,,https://karger.com/sxd/article-abstract/10/5-6/326/296443,EK5GrG4SYSUJ
11,291,Recent developments in identifying genetic determinants of premature ovarian failure,"A Skillern, A Rajkovic - Sexual Development, 2008 - karger.com",A Skillern; A Rajkovic,NO AUTOCITA,,https://karger.com/sxd/article-abstract/2/4-5/228/308443,dw8hIQA2Bx4J
12,292,Bovine in vitro reproduction models can contribute to the development of (female) fertility preservation strategies,"A Langbeen, E Bartholomeus, JLMR Leroy, PEJ Bols - Theriogenology, 2015 - Elsevier",A Langbeen; E Bartholomeus; JLMR Leroy; PEJ Bols,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0093691X15001910,iPMWqTDhLgMJ
13,293,The prion or the related Shadoo protein is required for early mouse embryogenesis,"R Young, B Passet, M Vilotte, EP Cribiu, V Béringue… - FEBS letters, 2009 - Elsevier",R Young; B Passet; M Vilotte; EP Cribiu; V Béringue,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0014579309007157,EIRp9RaeTlcJ
14,294,"Stem cells, self-renewal, and lineage commitment in the endocrine system","K Mariniello, G Ruiz-Babot, EC McGaugh… - Frontiers in …, 2019 - frontiersin.org",K Mariniello; G Ruiz-Babot; EC McGaugh…,NO AUTOCITA,,https://www.frontiersin.org/journals/endocrinology/articles/10.3389/fendo.2019.00772/full,iO_NFqWgmg0J
